|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197845|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-07-18 22:13:01.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740583|^|A|^|REGISTERED|^|SPECIFIC_ACTIVITY|^|Potency Assay (Cell Based)|^|TM100001721|^|1|^|10|^|2012-07-18 22:13:01.0|^|TM100001721v4.0/07Jun2012|^|NB74138 p1|^|CRO-017-01|^|13-JUL-2012|^|17131541|^|0|^|A|^|T|^|Relative Potency|^|Relative Potency|^|Relative Potency|^|86|^|86|^|%|^|86|^||^|T|^|T|^|55 - 158% potency relative to reference material|^|ZANY|^|T|^|T|^|YES
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197845|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-07-18 22:13:01.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740583|^|A|^|REGISTERED|^|SPECIFIC_ACTIVITY|^|Potency Assay (Cell Based)|^|TM100001721|^|1|^|10|^|2012-07-18 22:13:01.0|^|TM100001721v4.0/07Jun2012|^|NB74138 p1|^|CRO-017-01|^|13-JUL-2012|^|17131542|^|0|^|A|^|T|^|Specific Activity|^|Specific Activity|^|Specific Activity|^|859|^|859|^|U/mg|^|859|^||^|T|^|T|^|550 - 1580 U/mg|^|ZANY|^|T|^|T|^|YES
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197851|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-06-23 11:04:41.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740573|^|A|^|REGISTERED|^|APPEARANCE_LYO|^|Appearance (Before Reconstitution)|^|TM100002052|^|1|^|1|^|2012-06-14 10:10:22.0|^|TM100002052 Version 3.0/13-Apr-2012|^|NB73112 P3|^|CRO-017-02|^|05-JUN-2012|^|17131475|^|0|^|A|^|T|^|Appearance|^|Visual appearance|^|Visual appearance|^|White cake essentially free from visible particulates|^|White cake essentially free from visible particulates|^||^||^||^|T|^|T|^|White cake essentially free from visible particulates|^|BYRNEJ18|^|T|^|T|^|YES
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197851|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-06-23 11:04:41.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740574|^|A|^|REGISTERED|^|CGE_REDUCED|^|CGE (reduced)|^|TM100001851|^|1|^|10|^|2012-06-14 10:53:22.0|^|TM100001851 Version 3.0 30May2012|^|NB73091 P1-11|^|CRO-017-02|^|08-JUN-2012|^|20004943|^|0|^|A|^|T|^|LOQ|^|LOQ|^|LOQ|^|0.3|^|0.3|^||^|0.3|^||^|T|^|T|^||^|DEEGAO01|^|F|^|F|^|NO
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197851|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-06-23 11:04:41.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740574|^|A|^|REGISTERED|^|CGE_REDUCED|^|CGE (reduced)|^|TM100001851|^|1|^|10|^|2012-06-14 10:53:22.0|^|TM100001851 Version 3.0 30May2012|^|NB73091 P1-11|^|CRO-017-02|^|08-JUN-2012|^|17131480|^|0|^|A|^|T|^|Sum HC and LC|^|Heavy Chain + Light Chain|^|Heavy Chain + Light Chain|^|99.3|^|99.3|^|%|^|99.3|^||^|T|^|T|^|>= 95.0% IgG as heavy + light chain|^|JEFFEL02|^|T|^|T|^|YES
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197851|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-06-23 11:04:41.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740574|^|A|^|REGISTERED|^|CGE_REDUCED|^|CGE (reduced)|^|TM100001851|^|1|^|10|^|2012-06-14 10:53:22.0|^|TM100001851 Version 3.0 30May2012|^|NB73091 P1-11|^|CRO-017-02|^|08-JUN-2012|^|17131481|^|0|^|A|^|T|^|Percent Fragment|^|Fragments|^|Fragments|^|0.4|^|0.4|^|%|^|0.4|^||^|T|^|T|^|Report Results|^|DEEGAO01|^|T|^|T|^|YES
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197851|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-06-23 11:04:41.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740575|^|A|^|REGISTERED|^|COLOR_BIO|^|Appearance (Coloration)|^|TM100002052|^|1|^|7|^|2012-06-14 08:22:02.0|^|TM100002052 v3 13 Apr 2012|^|NB73111 p7-9|^|CRO-017-02|^|11-JUN-2012|^|17131486|^|0|^|A|^|T|^|Color Hue|^|Color Hue|^|Color Hue|^|B|^|B|^||^||^||^|T|^|T|^||^|BYRNEJ18|^|F|^|F|^|NO
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197851|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-06-23 11:04:41.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740575|^|A|^|REGISTERED|^|COLOR_BIO|^|Appearance (Coloration)|^|TM100002052|^|1|^|7|^|2012-06-14 08:22:02.0|^|TM100002052 v3 13 Apr 2012|^|NB73111 p7-9|^|CRO-017-02|^|11-JUN-2012|^|17131487|^|0|^|A|^|T|^|Color Intensity|^|Color Intensity|^|Color Intensity|^|9|^|9|^||^|9|^||^|T|^|T|^||^|BYRNEJ18|^|F|^|F|^|YES
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197851|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-06-23 11:04:41.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740575|^|A|^|REGISTERED|^|COLOR_BIO|^|Appearance (Coloration)|^|TM100002052|^|1|^|7|^|2012-06-14 08:22:02.0|^|TM100002052 v3 13 Apr 2012|^|NB73111 p7-9|^|CRO-017-02|^|11-JUN-2012|^|17131488|^|0|^|A|^|T|^|Color|^|Coloration|^|Coloration|^|<=B9|^|<=B9|^||^||^||^|T|^|T|^|Not more intensely colored than level 5 of the color standard|^|BYRNEJ18|^|T|^|T|^|YES
|^||^||^|527|^|PF-05280014|^|PF-05280014 (Trastuzumab)|^|Trastuzumab (Biosimilar 2, PF8)|^|D1100333|^|3|^|PF-05280014 21 mg/mL (440mg/vial), Injection|^|DP|^|Z00514|^|12410|^|2012-01-27 00:00:00.0|^||^||^|Z00514|^|PF-05280014:1-007|^|INVERTED|^|30C_75RH|^|MONTH_01|^|1 Month|^|1|^||^|2012-05-04 00:00:00.0|^|2012-06-04 00:00:00.0|^||^|196066|^|A|^|197851|^|A|^||^|STB|^|STABILITY_ALIQUOT|^|FINAL|^|STB_CLINICAL_HUMAN|^|2012-05-31 00:03:41.0|^|2012-11-26 22:09:57.0|^|2012-11-26 22:09:57.0|^|2012-06-23 11:04:41.0|^|2013-10-22 11:52:06.0|^|T|^|T|^|2013-10-22 11:52:11.0|^|740572|^|A|^|REGISTERED|^|CONCENTRATION_UV|^|Protein Concentration (UV)|^|TM100001683, TMC0085|^|1|^|9|^|2012-06-14 10:22:16.0|^|TM100001683 V5 15Nov2011|^|NB73092 P1-14|^|CRO-017-02|^|05-JUN-2012|^|17131469|^|0|^|A|^|T|^|Protein Concentration|^|Protein Concentration - rep|^|Protein Concentration - rep|^|21.1|^|21.1|^|mg/mL|^|21.1|^||^|T|^|T|^||^|JEFFEL02|^|T|^|F|^|YES
