PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Appearance (Before Reconstitution)|^|TM100002052|^|Appearance|^|Visual appearance|^|Visual appearance|^|White cake essentially free from visible particulates|^||^|White cake essentially free from visible particulates|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Biological Activity (Binding ELISA)|^|TM100010582|^|Relative Potency|^|Relative Potency|^|Relative Potency|^|99|^|%|^|60 - 140%|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|CGE (non-reducing)|^|TM100004959|^|IgG % Time Corrected Area|^|Intact IgG|^|Intact IgG|^|97.2|^|%|^|>= 90.0%|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|CGE (reducing)|^|M00143|^|Sum HC and LC|^|Heavy Chain + Light Chain|^|Heavy Chain + Light Chain|^|99.0|^|%|^|>= 90.0%|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|CGE (reducing)|^|M00143|^|Percent Fragment|^|Fragments|^|Fragments|^|0.4|^|%|^|<= 10.0%|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Appearance (Coloration)|^|TM100002052|^|Color|^|Coloration|^|Coloration|^|<=B7|^||^|Not more intensely colored than level 3 of the Brown-Yellow (BY) or Brown (B) color standard|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Protein Concentration (UV)|^|TM100001962|^|Protein Concentration - Average|^|Protein Concentration|^|Protein Concentration|^|103.1|^|mg/mL|^|100.0 +/- 10.0  mg/mL|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Charge Isoforms (iCE)|^|TM100006815|^|% Main Peak|^|% Main Peak|^|% Main Peak|^|54.4|^|%|^|Report Results|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Charge Isoforms (iCE)|^|TM100006815|^|% Acidic Species|^|% Acidic Species|^|% Acidic Species|^|36.2|^|%|^|Report Results|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Powder for Solution for Injection, 100 mg/vial|^|DP|^|22-DP-01103|^|PF-07261271:2-006|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Charge Isoforms (iCE)|^|TM100006815|^|% Basic Species|^|% Basic Species|^|% Basic Species|^|9.4|^|%|^|Report Results|^|Results|^|Time (Months)
