PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Biological Activity (Binding ELISA)|^|TM100010582|^|Relative Potency|^|Relative Potency|^|Relative Potency|^|98|^|%|^|60 - 140% potency relative to reference material|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|CGE (non-reducing)|^|TM100004959|^|IgG % Time Corrected Area|^|Intact IgG|^|Intact IgG|^|97.2|^|%|^|>= 90.0% IgG|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|CGE (reducing)|^|M00143|^|Sum HC and LC|^|Heavy Chain + Light Chain|^|Heavy Chain + Light Chain|^|99.1|^|%|^|>= 90.0% IgG as heavy + light chain|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|CGE (reducing)|^|M00143|^|Percent Fragment|^|Fragments|^|Fragments|^|0.4|^|%|^|<= 10.0%|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Appearance (Coloration)|^|TM100002052|^|Color|^|Coloration|^|Coloration|^|<=B7|^||^|Not more intensely colored than level 3 of the Brown-Yellow (BY) or Brown (B) color standard|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Protein Concentration (UV)|^|TM100001962|^|Protein Concentration - Average|^|Protein Concentration|^|Protein Concentration|^|105.0|^|mg/mL|^|96.0 - 120.0 mg/mL|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Charge Isoforms (iCE)|^|TM100006815|^|% Main Peak|^|% Main Peak|^|% Main Peak|^|54.3|^|%|^|Report Results|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Charge Isoforms (iCE)|^|TM100006815|^|% Acidic Species|^|% Acidic Species|^|% Acidic Species|^|37.3|^|%|^|Report Results|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Charge Isoforms (iCE)|^|TM100006815|^|% Basic Species|^|% Basic Species|^|% Basic Species|^|8.4|^|%|^|Report Results|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Charge Isoforms (iCE)|^|TM100006815|^|Identity|^|Charge isoforms|^|Charge isoforms|^|Comparable to Reference Material|^||^|Comparable to Reference Material|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|pH|^|M00125|^|pH - Average|^|pH|^|pH|^|5.8|^||^|5.8 +/- 0.5|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Size Exclusion HPLC|^|TM100012432|^|Peak 2 (% Area)|^|HMMS|^|HMMS|^|1.4|^|%|^|<= 5.0% HMMS|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_01|^|1 Month|^|1|^|Appearance (Clarity)|^|TM100002052|^|Turbidity|^|Clarity|^|Clarity|^|6|^|NTU|^|<= 30 NTU|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|CGE (reducing)|^|M00143|^|Sum HC and LC|^|Heavy Chain + Light Chain|^|Heavy Chain + Light Chain|^|98.9|^|%|^|>= 90.0% IgG as heavy + light chain|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|CGE (reducing)|^|M00143|^|Percent Fragment|^|Fragments|^|Fragments|^|0.5|^|%|^|<= 10.0%|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Size Exclusion HPLC|^|TM100012432|^|Peak 2 (% Area)|^|HMMS|^|HMMS|^|1.7|^|%|^|<= 5.0% HMMS|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Biological Activity (Binding ELISA)|^|TM100010582|^|Relative Potency|^|Relative Potency|^|Relative Potency|^|92|^|%|^|60 - 140% potency relative to reference material|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|CGE (non-reducing)|^|TM100004959|^|IgG % Time Corrected Area|^|Intact IgG|^|Intact IgG|^|97.1|^|%|^|>= 90.0% IgG|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Appearance (Coloration)|^|TM100002052|^|Color|^|Coloration|^|Coloration|^|<=BY5|^||^|Not more intensely colored than level 3 of the Brown-Yellow (BY) or Brown (B) color standard|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Protein Concentration (UV)|^|TM100001962|^|Protein Concentration - Average|^|Protein Concentration|^|Protein Concentration|^|104.2|^|mg/mL|^|96.0 - 120.0 mg/mL|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Charge Isoforms (iCE)|^|TM100006815|^|% Main Peak|^|% Main Peak|^|% Main Peak|^|50.5|^|%|^|Report Results|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Charge Isoforms (iCE)|^|TM100006815|^|% Acidic Species|^|% Acidic Species|^|% Acidic Species|^|39.1|^|%|^|Report Results|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Charge Isoforms (iCE)|^|TM100006815|^|% Basic Species|^|% Basic Species|^|% Basic Species|^|10.4|^|%|^|Report Results|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Charge Isoforms (iCE)|^|TM100006815|^|Identity|^|Charge isoforms|^|Charge isoforms|^|Comparable to Reference Material|^||^|Comparable to Reference Material|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|pH|^|M00125|^|pH - Average|^|pH|^|pH|^|5.9|^||^|5.8 +/- 0.5|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_03|^|3 Months|^|3|^|Appearance (Clarity)|^|TM100002052|^|Turbidity|^|Clarity|^|Clarity|^|6|^|NTU|^|<= 30 NTU|^|Results|^|Time (Months)
PF-07261271|^|PF-07261271 Drug Substance, 105 g/L, Andover|^|API|^|22W533M101|^|PF-07261271:2-005|^|BASE|^|05C|^|MONTH_06|^|6 Months|^|6|^|CGE (reducing)|^|M00143|^|Sum HC and LC|^|Heavy Chain + Light Chain|^|Heavy Chain + Light Chain|^|98.9|^|%|^|>= 90.0% IgG as heavy + light chain|^|Results|^|Time (Months)
